Time,PM2.5,Dew Point,Temperature,Pressure
2011-07-20 12:00:00,24.0,22,25.0,1003.0
2011-07-20 13:00:00,21.0,22,25.0,1003.0
2011-07-20 14:00:00,14.0,23,24.0,1002.0
2011-07-20 15:00:00,47.0,23,25.0,1002.0
2011-07-20 16:00:00,58.0,23,26.0,1002.0
2011-07-20 17:00:00,61.0,22,26.0,1002.0
2011-07-20 18:00:00,65.0,22,26.0,1002.0
2011-07-20 19:00:00,56.0,22,25.0,1003.0
2011-07-20 20:00:00,63.0,22,23.0,1003.0
2011-07-20 21:00:00,80.0,22,23.0,1003.0
2011-07-20 22:00:00,84.0,22,23.0,1003.0
2011-07-20 23:00:00,116.0,22,23.0,1003.0
2011-07-21 00:00:00,100.0,22,23.0,1003.0
2011-07-21 01:00:00,107.0,22,23.0,1003.0
2011-07-21 02:00:00,86.0,22,23.0,1003.0
2011-07-21 03:00:00,87.0,22,23.0,1003.0
2011-07-21 04:00:00,89.0,22,23.0,1003.0
2011-07-21 05:00:00,83.0,22,23.0,1003.0
2011-07-21 06:00:00,77.0,23,23.0,1003.0
2011-07-21 07:00:00,65.0,23,24.0,1003.0
2011-07-21 08:00:00,83.0,23,24.0,1003.0
2011-07-21 09:00:00,103.0,23,24.0,1003.0
2011-07-21 10:00:00,90.0,22,25.0,1004.0
2011-07-21 11:00:00,92.0,23,25.0,1004.0
2011-07-21 12:00:00,95.0,23,27.0,1003.0
2011-07-21 13:00:00,111.0,24,29.0,1003.0
2011-07-21 14:00:00,112.0,23,28.0,1002.0
2011-07-21 15:00:00,87.0,23,28.0,1002.0
2011-07-21 16:00:00,88.0,23,28.0,1002.0
2011-07-21 17:00:00,88.0,24,28.0,1001.0
2011-07-21 18:00:00,86.0,23,27.0,1001.0
2011-07-21 19:00:00,78.0,24,26.0,1002.0
2011-07-21 20:00:00,75.0,23,25.0,1002.0
2011-07-21 21:00:00,91.0,23,25.0,1003.0
2011-07-21 22:00:00,91.0,23,25.0,1003.0
2011-07-21 23:00:00,106.0,23,25.0,1003.0
2011-07-22 00:00:00,94.0,23,25.0,1004.0
2011-07-22 01:00:00,118.0,23,24.0,1003.0
2011-07-22 02:00:00,129.0,23,24.0,1003.0
2011-07-22 03:00:00,116.0,23,24.0,1003.0
2011-07-22 04:00:00,119.0,22,23.0,1003.0
2011-07-22 05:00:00,118.0,22,23.0,1003.0
2011-07-22 06:00:00,65.0,22,23.0,1004.0
2011-07-22 07:00:00,59.0,23,23.0,1004.0
2011-07-22 08:00:00,74.0,23,24.0,1004.0
2011-07-22 09:00:00,111.0,23,24.0,1004.0
2011-07-22 10:00:00,146.0,23,25.0,1004.0
2011-07-22 11:00:00,155.0,24,26.0,1004.0
2011-07-22 12:00:00,161.0,24,27.0,1003.0
2011-07-22 13:00:00,170.0,24,28.0,1003.0
2011-07-22 14:00:00,189.0,25,28.0,1002.0
2011-07-22 15:00:00,196.0,25,29.0,1002.0
2011-07-22 16:00:00,203.0,25,28.0,1001.0
2011-07-22 17:00:00,211.0,25,28.0,1001.0
2011-07-22 18:00:00,230.0,25,28.0,1001.0
2011-07-22 19:00:00,256.0,25,27.0,1002.0
2011-07-22 20:00:00,271.0,25,27.0,1002.0
2011-07-22 21:00:00,291.0,25,27.0,1003.0
2011-07-22 22:00:00,271.0,25,27.0,1003.0
2011-07-22 23:00:00,273.0,25,26.0,1003.0
2011-07-23 00:00:00,261.0,25,26.0,1003.0
2011-07-23 01:00:00,296.0,25,26.0,1002.0
2011-07-23 02:00:00,321.0,25,26.0,1002.0
2011-07-23 03:00:00,290.0,25,26.0,1002.0
2011-07-23 04:00:00,288.0,25,26.0,1002.0
2011-07-23 05:00:00,293.0,25,26.0,1003.0
2011-07-23 06:00:00,307.0,25,26.0,1003.0
2011-07-23 07:00:00,335.0,25,26.0,1003.0
2011-07-23 08:00:00,330.0,25,26.0,1004.0
2011-07-23 09:00:00,334.0,26,27.0,1003.0
2011-07-23 10:00:00,334.0,26,28.0,1003.0
2011-07-23 11:00:00,336.0,26,29.0,1003.0
2011-07-23 12:00:00,302.0,26,30.0,1003.0
2011-07-23 13:00:00,308.0,26,30.0,1003.0
2011-07-23 14:00:00,299.0,27,31.0,1002.0
2011-07-23 15:00:00,293.0,27,32.0,1002.0
2011-07-23 16:00:00,269.0,27,33.0,1001.0
2011-07-23 17:00:00,206.0,28,32.0,1001.0
2011-07-23 18:00:00,223.0,28,31.0,1001.0
2011-07-23 19:00:00,235.0,28,31.0,1001.0
2011-07-23 20:00:00,244.0,28,30.0,1002.0
2011-07-23 21:00:00,237.0,27,29.0,1002.0
2011-07-23 22:00:00,277.0,27,29.0,1003.0
2011-07-23 23:00:00,300.0,27,29.0,1003.0
2011-07-24 00:00:00,361.0,27,28.0,1002.0
2011-07-24 01:00:00,325.0,27,28.0,1002.0
2011-07-24 02:00:00,330.0,26,27.0,1002.0
2011-07-24 03:00:00,354.0,26,27.0,1002.0
2011-07-24 04:00:00,321.0,26,27.0,1002.0
2011-07-24 05:00:00,383.0,26,27.0,1003.0
2011-07-24 06:00:00,355.0,26,27.0,1003.0
2011-07-24 07:00:00,354.0,26,27.0,1003.0
2011-07-24 08:00:00,375.0,26,28.0,1003.0
2011-07-24 09:00:00,390.0,26,28.0,1003.0
2011-07-24 10:00:00,376.0,27,30.0,1003.0
2011-07-24 11:00:00,356.0,27,31.0,1003.0
2011-07-24 12:00:00,375.0,27,31.0,1002.0
2011-07-24 13:00:00,337.0,28,32.0,1002.0
2011-07-24 14:00:00,310.0,28,32.0,1000.0
2011-07-24 15:00:00,127.0,24,30.0,1001.0
2011-07-24 16:00:00,38.0,24,27.0,1000.0
2011-07-24 17:00:00,62.0,25,28.0,1000.0
2011-07-24 18:00:00,49.0,24,25.0,1000.0
2011-07-24 19:00:00,59.0,24,25.0,1000.0
2011-07-24 20:00:00,53.0,24,24.0,1000.0
2011-07-24 21:00:00,51.0,23,24.0,1001.0
2011-07-24 22:00:00,23.0,24,24.0,1001.0
2011-07-24 23:00:00,19.0,24,24.0,1000.0
2011-07-25 00:00:00,20.0,23,24.0,1000.0
2011-07-25 01:00:00,32.0,24,24.0,1000.0
2011-07-25 02:00:00,31.0,24,24.0,999.0
2011-07-25 03:00:00,40.0,23,24.0,999.0
2011-07-25 04:00:00,41.0,23,24.0,999.0
2011-07-25 05:00:00,38.0,23,24.0,999.0
2011-07-25 06:00:00,31.0,23,24.0,999.0
2011-07-25 07:00:00,38.0,23,24.0,1000.0
2011-07-25 08:00:00,57.0,24,24.0,1000.0
2011-07-25 09:00:00,58.0,24,25.0,999.0
2011-07-25 10:00:00,64.0,24,25.0,999.0
2011-07-25 11:00:00,56.0,24,25.0,999.0
2011-07-25 12:00:00,48.0,24,25.0,999.0
2011-07-25 13:00:00,41.0,24,25.0,999.0
2011-07-25 14:00:00,27.0,24,27.0,999.0
2011-07-25 15:00:00,34.0,24,28.0,998.0
2011-07-25 16:00:00,29.0,25,29.0,998.0
2011-07-25 17:00:00,34.0,25,30.0,998.0
2011-07-25 18:00:00,40.0,25,29.0,998.0
2011-07-25 19:00:00,40.0,25,28.0,998.0
2011-07-25 20:00:00,63.0,25,26.0,999.0
2011-07-25 21:00:00,111.0,24,25.0,999.0
2011-07-25 22:00:00,118.0,24,25.0,999.0
2011-07-25 23:00:00,84.0,24,25.0,999.0
2011-07-26 00:00:00,85.0,24,24.0,1000.0
2011-07-26 01:00:00,100.0,23,23.0,1000.0
2011-07-26 02:00:00,102.0,24,24.0,1000.0
2011-07-26 03:00:00,80.0,24,24.0,999.0
2011-07-26 04:00:00,73.0,22,23.0,1000.0
2011-07-26 05:00:00,47.0,22,22.0,1000.0
2011-07-26 06:00:00,38.0,23,23.0,1000.0
2011-07-26 07:00:00,39.0,24,25.0,1001.0
2011-07-26 08:00:00,25.0,23,26.0,1001.0
2011-07-26 09:00:00,24.0,23,28.0,1001.0
2011-07-26 10:00:00,22.0,22,29.0,1001.0
2011-07-26 11:00:00,24.0,20,30.0,1001.0
2011-07-26 12:00:00,23.0,20,32.0,1000.0
2011-07-26 13:00:00,30.0,21,32.0,1000.0
2011-07-26 14:00:00,36.0,22,33.0,999.0
2011-07-26 15:00:00,45.0,22,33.0,999.0
2011-07-26 16:00:00,42.0,22,33.0,998.0
2011-07-26 17:00:00,33.0,23,33.0,998.0
2011-07-26 18:00:00,35.0,23,32.0,998.0
2011-07-26 19:00:00,55.0,24,30.0,998.0
2011-07-26 20:00:00,60.0,24,29.0,999.0
2011-07-26 21:00:00,60.0,25,28.0,1000.0
2011-07-26 22:00:00,56.0,24,28.0,999.0
2011-07-26 23:00:00,70.0,23,27.0,1001.0
2011-07-27 00:00:00,32.0,23,24.0,1002.0
2011-07-27 01:00:00,37.0,23,23.0,1002.0
2011-07-27 02:00:00,39.0,23,23.0,1001.0
2011-07-27 03:00:00,61.0,22,23.0,1001.0
2011-07-27 04:00:00,53.0,22,23.0,1001.0
2011-07-27 05:00:00,48.0,22,23.0,1001.0
2011-07-27 06:00:00,40.0,22,23.0,1001.0
2011-07-27 07:00:00,37.0,22,23.0,1002.0
2011-07-27 08:00:00,42.0,23,25.0,1003.0
2011-07-27 09:00:00,51.0,23,27.0,1003.0
2011-07-27 10:00:00,68.0,24,27.0,1003.0
2011-07-27 11:00:00,77.0,24,28.0,1002.0
2011-07-27 12:00:00,88.0,24,28.0,1002.0
2011-07-27 13:00:00,72.0,24,29.0,1002.0
2011-07-27 14:00:00,65.0,25,29.0,1002.0
2011-07-27 15:00:00,67.0,24,29.0,1002.0
2011-07-27 16:00:00,55.0,24,29.0,1002.0
2011-07-27 17:00:00,62.0,24,29.0,1002.0
2011-07-27 18:00:00,73.0,23,29.0,1002.0
2011-07-27 19:00:00,84.0,23,28.0,1002.0
2011-07-27 20:00:00,90.0,24,27.0,1002.0
2011-07-27 21:00:00,102.0,24,27.0,1003.0
2011-07-27 22:00:00,93.0,24,27.0,1004.0
2011-07-27 23:00:00,99.0,25,27.0,1004.0
2011-07-28 00:00:00,116.0,24,27.0,1004.0
2011-07-28 01:00:00,151.0,23,26.0,1004.0
2011-07-28 02:00:00,171.0,24,26.0,1004.0
2011-07-28 03:00:00,179.0,24,25.0,1004.0
2011-07-28 04:00:00,183.0,24,25.0,1004.0
2011-07-28 05:00:00,190.0,24,25.0,1004.0
2011-07-28 06:00:00,202.0,24,25.0,1004.0
2011-07-28 07:00:00,209.0,24,25.0,1005.0
2011-07-28 08:00:00,226.0,24,26.0,1005.0
2011-07-28 09:00:00,220.0,25,27.0,1005.0
2011-07-28 10:00:00,218.0,25,28.0,1006.0
2011-07-28 11:00:00,201.0,25,28.0,1006.0
2011-07-28 12:00:00,201.0,26,30.0,1006.0
2011-07-28 13:00:00,213.0,25,31.0,1005.0
2011-07-28 14:00:00,210.0,26,31.0,1005.0
2011-07-28 15:00:00,233.0,26,31.0,1004.0
2011-07-28 16:00:00,215.0,26,31.0,1005.0
2011-07-28 17:00:00,184.0,27,30.0,1004.0
2011-07-28 18:00:00,186.0,27,30.0,1004.0
2011-07-28 19:00:00,187.0,27,30.0,1005.0
2011-07-28 20:00:00,209.0,27,29.0,1005.0
2011-07-28 21:00:00,238.0,27,28.0,1006.0
2011-07-28 22:00:00,259.0,27,28.0,1006.0
2011-07-28 23:00:00,269.0,27,27.0,1007.0
2011-07-29 00:00:00,286.0,26,27.0,1006.0
2011-07-29 01:00:00,311.0,26,27.0,1006.0
2011-07-29 02:00:00,306.0,26,27.0,1006.0
2011-07-29 03:00:00,307.0,25,26.0,1006.0
2011-07-29 04:00:00,313.0,25,26.0,1006.0
2011-07-29 05:00:00,300.0,25,26.0,1006.0
2011-07-29 06:00:00,284.0,25,26.0,1006.0
2011-07-29 07:00:00,273.0,25,26.0,1005.0
2011-07-29 08:00:00,264.0,26,26.0,1006.0
2011-07-29 09:00:00,88.0,22,23.0,1007.0
2011-07-29 10:00:00,50.0,22,23.0,1008.0
2011-07-29 11:00:00,49.0,22,24.0,1007.0
2011-07-29 12:00:00,42.0,23,24.0,1007.0
2011-07-29 13:00:00,43.0,23,25.0,1007.0
2011-07-29 14:00:00,32.0,22,25.0,1007.0
2011-07-29 15:00:00,54.0,23,24.0,1006.0
2011-07-29 16:00:00,66.0,23,25.0,1005.0
2011-07-29 17:00:00,50.0,23,25.0,1004.0
2011-07-29 18:00:00,38.0,23,25.0,1005.0
2011-07-29 19:00:00,43.0,23,25.0,1005.0
2011-07-29 20:00:00,56.0,23,24.0,1006.0
2011-07-29 21:00:00,49.0,22,23.0,1006.0
2011-07-29 22:00:00,37.0,22,23.0,1005.0
2011-07-29 23:00:00,41.0,22,23.0,1005.0
2011-07-30 00:00:00,39.0,22,22.0,1006.0
2011-07-30 01:00:00,36.0,21,21.0,1004.0
2011-07-30 02:00:00,41.0,21,21.0,1004.0
2011-07-30 03:00:00,35.0,21,21.0,1003.0
2011-07-30 04:00:00,40.0,21,21.0,1003.0
2011-07-30 05:00:00,36.0,21,21.0,1003.0
2011-07-30 06:00:00,39.0,20,21.0,1002.0
2011-07-30 07:00:00,32.0,21,22.0,1003.0
2011-07-30 08:00:00,27.0,21,23.0,1002.0
2011-07-30 09:00:00,35.0,22,26.0,1002.0
2011-07-30 10:00:00,38.0,22,27.0,1002.0
2011-07-30 11:00:00,35.0,22,28.0,1002.0
2011-07-30 12:00:00,18.0,22,29.0,1001.0
2011-07-30 13:00:00,33.0,23,30.0,1001.0
2011-07-30 14:00:00,30.0,21,31.0,1000.0
2011-07-30 15:00:00,37.0,22,31.0,1000.0
2011-07-30 16:00:00,51.0,22,31.0,1000.0
2011-07-30 17:00:00,54.0,23,31.0,999.0
2011-07-30 18:00:00,48.0,23,30.0,999.0
2011-07-30 19:00:00,44.0,23,28.0,1000.0
2011-07-30 20:00:00,56.0,23,27.0,1000.0
2011-07-30 21:00:00,57.0,23,27.0,1001.0
2011-07-30 22:00:00,62.0,23,26.0,1002.0
2011-07-30 23:00:00,58.0,23,26.0,1002.0
2011-07-31 00:00:00,61.0,23,25.0,1002.0
2011-07-31 01:00:00,77.0,23,24.0,1003.0
2011-07-31 02:00:00,78.0,24,24.0,1003.0
2011-07-31 03:00:00,86.0,23,24.0,1003.0
2011-07-31 04:00:00,102.0,22,23.0,1003.0
2011-07-31 05:00:00,87.0,23,23.0,1003.0
2011-07-31 06:00:00,72.0,23,23.0,1003.0
2011-07-31 07:00:00,73.0,23,25.0,1003.0
2011-07-31 08:00:00,59.0,23,26.0,1004.0
2011-07-31 09:00:00,64.0,23,27.0,1004.0
2011-07-31 10:00:00,51.0,23,29.0,1004.0
2011-07-31 11:00:00,29.0,22,30.0,1004.0
2011-07-31 12:00:00,38.0,20,32.0,1003.0
2011-07-31 13:00:00,46.0,22,32.0,1003.0
2011-07-31 14:00:00,37.0,21,33.0,1003.0
2011-07-31 15:00:00,20.0,20,34.0,1002.0
2011-07-31 16:00:00,41.0,19,35.0,1002.0
2011-07-31 17:00:00,47.0,23,33.0,1002.0
2011-07-31 18:00:00,82.0,23,31.0,1002.0
2011-07-31 19:00:00,88.0,23,31.0,1002.0
2011-07-31 20:00:00,104.0,24,29.0,1003.0
2011-07-31 21:00:00,,24,29.0,1003.0
2011-07-31 22:00:00,,25,28.0,1003.0
2011-07-31 23:00:00,,24,26.0,1003.0
2011-08-01 00:00:00,,25,25.0,1004.0
2011-08-01 01:00:00,,24,25.0,1004.0
2011-08-01 02:00:00,,24,25.0,1004.0
2011-08-01 03:00:00,,23,24.0,1004.0
2011-08-01 04:00:00,,23,24.0,1004.0
2011-08-01 05:00:00,,23,24.0,1004.0
2011-08-01 06:00:00,,24,24.0,1004.0
2011-08-01 07:00:00,,24,26.0,1004.0
2011-08-01 08:00:00,,25,26.0,1005.0
2011-08-01 09:00:00,,25,27.0,1005.0
2011-08-01 10:00:00,,26,28.0,1005.0
2011-08-01 11:00:00,,26,29.0,1005.0
2011-08-01 12:00:00,,27,30.0,1005.0
2011-08-01 13:00:00,,26,31.0,1004.0
2011-08-01 14:00:00,,27,33.0,1004.0
2011-08-01 15:00:00,,26,33.0,1003.0
2011-08-01 16:00:00,,27,33.0,1003.0
2011-08-01 17:00:00,,25,32.0,1003.0
2011-08-01 18:00:00,,26,31.0,1004.0
2011-08-01 19:00:00,,24,30.0,1004.0
2011-08-01 20:00:00,,26,29.0,1004.0
2011-08-01 21:00:00,,26,28.0,1005.0
2011-08-01 22:00:00,,26,28.0,1005.0
2011-08-01 23:00:00,,26,27.0,1006.0
2011-08-02 00:00:00,,26,27.0,1006.0
2011-08-02 01:00:00,,25,26.0,1006.0
2011-08-02 02:00:00,,25,26.0,1006.0
2011-08-02 03:00:00,,25,26.0,1006.0
2011-08-02 04:00:00,,24,25.0,1006.0
2011-08-02 05:00:00,,23,25.0,1007.0
2011-08-02 06:00:00,,22,24.0,1007.0
2011-08-02 07:00:00,,22,24.0,1008.0
2011-08-02 08:00:00,,22,25.0,1008.0
2011-08-02 09:00:00,,20,28.0,1008.0
2011-08-02 10:00:00,,19,29.0,1008.0
2011-08-02 11:00:00,,20,31.0,1008.0
2011-08-02 12:00:00,,15,32.0,1008.0
2011-08-02 13:00:00,,16,33.0,1007.0
2011-08-02 14:00:00,,15,33.0,1007.0
2011-08-02 15:00:00,,15,33.0,1007.0
2011-08-02 16:00:00,,15,31.0,1007.0
2011-08-02 17:00:00,,16,30.0,1007.0
2011-08-02 18:00:00,,17,28.0,1007.0
2011-08-02 19:00:00,,19,27.0,1007.0
2011-08-02 20:00:00,,19,26.0,1007.0
2011-08-02 21:00:00,,20,25.0,1007.0
2011-08-02 22:00:00,,20,24.0,1007.0
2011-08-02 23:00:00,,20,24.0,1008.0
2011-08-03 00:00:00,,20,23.0,1008.0
2011-08-03 01:00:00,,20,23.0,1008.0
2011-08-03 02:00:00,,20,22.0,1008.0
2011-08-03 03:00:00,,20,21.0,1008.0
2011-08-03 04:00:00,,20,21.0,1007.0
2011-08-03 05:00:00,,20,21.0,1007.0
2011-08-03 06:00:00,,20,21.0,1007.0
2011-08-03 07:00:00,,21,22.0,1007.0
2011-08-03 08:00:00,,21,23.0,1007.0
2011-08-03 09:00:00,,22,25.0,1006.0
2011-08-03 10:00:00,,22,26.0,1006.0
2011-08-03 11:00:00,,22,28.0,1005.0
2011-08-03 12:00:00,59.0,21,29.0,1004.0
2011-08-03 13:00:00,46.0,20,31.0,1003.0
2011-08-03 14:00:00,49.0,20,31.0,1003.0
2011-08-03 15:00:00,46.0,21,31.0,1003.0
2011-08-03 16:00:00,49.0,20,30.0,1003.0
2011-08-03 17:00:00,50.0,21,29.0,1003.0
2011-08-03 18:00:00,66.0,19,28.0,1003.0
2011-08-03 19:00:00,68.0,20,26.0,1003.0
2011-08-03 20:00:00,74.0,20,26.0,1003.0
2011-08-03 21:00:00,75.0,20,26.0,1004.0
2011-08-03 22:00:00,81.0,20,25.0,1004.0
2011-08-03 23:00:00,70.0,20,25.0,1004.0
2011-08-04 00:00:00,85.0,21,25.0,1004.0
2011-08-04 01:00:00,77.0,21,23.0,1004.0
2011-08-04 02:00:00,86.0,21,23.0,1004.0
2011-08-04 03:00:00,101.0,21,23.0,1004.0
2011-08-04 04:00:00,98.0,21,22.0,1004.0
2011-08-04 05:00:00,91.0,21,22.0,1004.0
2011-08-04 06:00:00,108.0,21,22.0,1004.0
2011-08-04 07:00:00,110.0,22,24.0,1005.0
2011-08-04 08:00:00,109.0,22,25.0,1006.0
2011-08-04 09:00:00,119.0,22,27.0,1005.0
2011-08-04 10:00:00,113.0,22,28.0,1005.0
2011-08-04 11:00:00,114.0,23,29.0,1005.0
2011-08-04 12:00:00,106.0,23,30.0,1004.0
2011-08-04 13:00:00,103.0,24,31.0,1004.0
2011-08-04 14:00:00,109.0,23,32.0,1004.0
2011-08-04 15:00:00,114.0,22,31.0,1004.0
2011-08-04 16:00:00,101.0,22,31.0,1004.0
2011-08-04 17:00:00,100.0,22,30.0,1004.0
2011-08-04 18:00:00,117.0,21,29.0,1004.0
2011-08-04 19:00:00,115.0,21,28.0,1004.0
2011-08-04 20:00:00,117.0,21,27.0,1005.0
2011-08-04 21:00:00,,21,25.0,1006.0
2011-08-04 22:00:00,101.0,22,25.0,1006.0
2011-08-04 23:00:00,107.0,23,24.0,1006.0
2011-08-05 00:00:00,118.0,23,24.0,1006.0
2011-08-05 01:00:00,138.0,23,24.0,1006.0
2011-08-05 02:00:00,166.0,22,24.0,1006.0
2011-08-05 03:00:00,144.0,23,24.0,1006.0
2011-08-05 04:00:00,146.0,23,24.0,1006.0
2011-08-05 05:00:00,154.0,23,23.0,1006.0
2011-08-05 06:00:00,166.0,23,24.0,1007.0
2011-08-05 07:00:00,190.0,23,25.0,1007.0
2011-08-05 08:00:00,205.0,24,26.0,1007.0
2011-08-05 09:00:00,200.0,24,26.0,1007.0
2011-08-05 10:00:00,178.0,24,27.0,1007.0
2011-08-05 11:00:00,134.0,24,29.0,1007.0
2011-08-05 12:00:00,134.0,24,29.0,1007.0
2011-08-05 13:00:00,144.0,23,30.0,1006.0
2011-08-05 14:00:00,142.0,23,30.0,1006.0
2011-08-05 15:00:00,140.0,23,30.0,1005.0
2011-08-05 16:00:00,132.0,23,30.0,1005.0
2011-08-05 17:00:00,143.0,23,30.0,1005.0
2011-08-05 18:00:00,144.0,22,29.0,1005.0
2011-08-05 19:00:00,175.0,23,28.0,1005.0
2011-08-05 20:00:00,154.0,23,27.0,1006.0
2011-08-05 21:00:00,142.0,22,26.0,1006.0
2011-08-05 22:00:00,119.0,22,26.0,1007.0
2011-08-05 23:00:00,104.0,22,25.0,1007.0
2011-08-06 00:00:00,114.0,22,24.0,1007.0
2011-08-06 01:00:00,112.0,22,24.0,1006.0
2011-08-06 02:00:00,,23,24.0,1006.0
2011-08-06 03:00:00,,22,23.0,1006.0
2011-08-06 04:00:00,,22,23.0,1006.0
2011-08-06 05:00:00,,22,23.0,1006.0
2011-08-06 06:00:00,,23,23.0,1006.0
2011-08-06 07:00:00,,23,24.0,1007.0
2011-08-06 08:00:00,,23,25.0,1007.0
2011-08-06 09:00:00,,23,26.0,1007.0
2011-08-06 10:00:00,,23,26.0,1007.0
2011-08-06 11:00:00,,23,28.0,1007.0
2011-08-06 12:00:00,,22,29.0,1006.0
2011-08-06 13:00:00,,22,28.0,1006.0
2011-08-06 14:00:00,,21,29.0,1005.0
2011-08-06 15:00:00,,21,29.0,1005.0
2011-08-06 16:00:00,,21,28.0,1005.0
2011-08-06 17:00:00,,21,27.0,1006.0
2011-08-06 18:00:00,,21,26.0,1006.0
2011-08-06 19:00:00,,21,25.0,1006.0
2011-08-06 20:00:00,,22,24.0,1007.0
2011-08-06 21:00:00,,22,24.0,1007.0
2011-08-06 22:00:00,,22,24.0,1008.0
2011-08-06 23:00:00,,22,24.0,1008.0
2011-08-07 00:00:00,105.0,22,24.0,1008.0
2011-08-07 01:00:00,,23,24.0,1007.0
2011-08-07 02:00:00,,22,23.0,1007.0
2011-08-07 03:00:00,,22,23.0,1007.0
2011-08-07 04:00:00,,22,23.0,1007.0
2011-08-07 05:00:00,,23,23.0,1007.0
2011-08-07 06:00:00,,23,24.0,1008.0
2011-08-07 07:00:00,,23,24.0,1008.0
2011-08-07 08:00:00,,24,25.0,1008.0
2011-08-07 09:00:00,,23,26.0,1008.0
2011-08-07 10:00:00,,23,28.0,1008.0
2011-08-07 11:00:00,,24,28.0,1007.0
2011-08-07 12:00:00,,24,29.0,1007.0
2011-08-07 13:00:00,,24,29.0,1006.0
2011-08-07 14:00:00,,24,31.0,1006.0
2011-08-07 15:00:00,,24,30.0,1005.0
2011-08-07 16:00:00,,23,30.0,1005.0
2011-08-07 17:00:00,,23,30.0,1004.0
2011-08-07 18:00:00,,23,30.0,1004.0
2011-08-07 19:00:00,,24,28.0,1004.0
2011-08-07 20:00:00,,23,26.0,1004.0
2011-08-07 21:00:00,,23,26.0,1005.0
2011-08-07 22:00:00,,24,25.0,1004.0
2011-08-07 23:00:00,,24,25.0,1004.0
2011-08-08 00:00:00,,24,25.0,1004.0
2011-08-08 01:00:00,,24,25.0,1004.0
2011-08-08 02:00:00,,23,24.0,1003.0
2011-08-08 03:00:00,,23,24.0,1003.0
2011-08-08 04:00:00,,23,24.0,1003.0
2011-08-08 05:00:00,,23,23.0,1002.0
2011-08-08 06:00:00,115.0,23,24.0,1002.0
2011-08-08 07:00:00,107.0,23,25.0,1002.0
2011-08-08 08:00:00,135.0,23,27.0,1002.0
2011-08-08 09:00:00,109.0,24,28.0,1002.0
2011-08-08 10:00:00,98.0,23,29.0,1002.0
2011-08-08 11:00:00,90.0,23,31.0,1001.0
2011-08-08 12:00:00,91.0,22,32.0,1001.0
2011-08-08 13:00:00,84.0,21,33.0,1000.0
2011-08-08 14:00:00,87.0,22,34.0,999.0
2011-08-08 15:00:00,75.0,22,34.0,999.0
2011-08-08 16:00:00,102.0,21,34.0,998.0
2011-08-08 17:00:00,104.0,22,33.0,998.0
2011-08-08 18:00:00,92.0,24,32.0,998.0
2011-08-08 19:00:00,97.0,24,30.0,999.0
2011-08-08 20:00:00,94.0,24,29.0,999.0
2011-08-08 21:00:00,92.0,25,29.0,1000.0
2011-08-08 22:00:00,98.0,24,28.0,1001.0
2011-08-08 23:00:00,139.0,24,27.0,1001.0
2011-08-09 00:00:00,,25,27.0,1001.0
2011-08-09 01:00:00,194.0,25,27.0,1001.0
2011-08-09 02:00:00,209.0,25,26.0,1001.0
2011-08-09 03:00:00,208.0,24,26.0,1001.0
2011-08-09 04:00:00,211.0,24,25.0,1001.0
2011-08-09 05:00:00,201.0,24,25.0,1002.0
2011-08-09 06:00:00,226.0,25,26.0,1002.0
2011-08-09 07:00:00,214.0,25,26.0,1002.0
2011-08-09 08:00:00,212.0,25,27.0,1003.0
2011-08-09 09:00:00,227.0,25,29.0,1003.0
2011-08-09 10:00:00,217.0,25,30.0,1003.0
2011-08-09 11:00:00,212.0,26,31.0,1003.0
2011-08-09 12:00:00,230.0,26,31.0,1003.0
2011-08-09 13:00:00,202.0,26,33.0,1003.0
2011-08-09 14:00:00,195.0,26,33.0,1002.0
2011-08-09 15:00:00,221.0,26,34.0,1002.0
2011-08-09 16:00:00,201.0,25,34.0,1003.0
2011-08-09 17:00:00,202.0,25,31.0,1003.0
2011-08-09 18:00:00,102.0,21,27.0,1004.0
2011-08-09 19:00:00,34.0,21,23.0,1008.0
2011-08-09 20:00:00,30.0,21,21.0,1008.0
2011-08-09 21:00:00,36.0,21,22.0,1006.0
2011-08-09 22:00:00,42.0,22,23.0,1009.0
2011-08-09 23:00:00,,21,22.0,1009.0
2011-08-10 00:00:00,,21,22.0,1008.0
2011-08-10 01:00:00,,21,22.0,1008.0
2011-08-10 02:00:00,,21,22.0,1007.0
2011-08-10 03:00:00,,21,22.0,1007.0
2011-08-10 04:00:00,,20,22.0,1007.0
2011-08-10 05:00:00,,20,23.0,1007.0
2011-08-10 06:00:00,,20,23.0,1008.0
2011-08-10 07:00:00,,21,24.0,1008.0
2011-08-10 08:00:00,,22,26.0,1009.0
2011-08-10 09:00:00,,21,27.0,1008.0
2011-08-10 10:00:00,,22,29.0,1009.0
2011-08-10 11:00:00,,20,31.0,1008.0
2011-08-10 12:00:00,,20,32.0,1008.0
2011-08-10 13:00:00,,20,34.0,1007.0
2011-08-10 14:00:00,,19,34.0,1006.0
2011-08-10 15:00:00,,18,34.0,1006.0
2011-08-10 16:00:00,,20,34.0,1005.0
2011-08-10 17:00:00,,21,33.0,1005.0
2011-08-10 18:00:00,,23,32.0,1005.0
2011-08-10 19:00:00,,23,30.0,1005.0
2011-08-10 20:00:00,,24,28.0,1006.0
2011-08-10 21:00:00,58.0,24,28.0,1007.0
2011-08-10 22:00:00,54.0,24,27.0,1007.0
